date,player_name,#NAME?,opponent,country,player_id,match_id,event_id,event_name,best_of,map_1,map_2,map_3,kills,assists,deaths,hs,flash_assists,kast,kddiff,adr,fkdiff,rating,m1_kills,m1_assists,m1_deaths,m1_hs,m1_flash_assists,m1_kast,m1_kddiff,m1_adr,m1_fkdiff,m1_rating,m2_kills,m2_assists,m2_deaths,m2_hs,m2_flash_assists,m2_kast,m2_kddiff,m2_adr,m2_fkdiff,m2_rating,m3_kills,m3_assists,m3_deaths,m3_hs,m3_flash_assists,m3_kast,m3_kddiff,m3_adr,m3_fkdiff,m3_rating,kills_ct,deaths_ct,kddiff_ct,adr_ct,kast_ct,rating_ct,kills_t,deaths_t,kddiff_t,adr_t,kast_t,rating_t,m1_kills_ct,m1_deaths_ct,m1_kddiff_ct,m1_adr_ct,m1_kast_ct,m1_rating_ct,m1_kills_t,m1_deaths_t,m1_kddiff_t,m1_adr_t,m1_kast_t,m1_rating_t,m2_kills_ct,m2_deaths_ct,m2_kddiff_ct,m2_adr_ct,m2_kast_ct,m2_rating_ct,m2_kills_t,m2_deaths_t,m2_kddiff_t,m2_adr_t,m2_kast_t,m2_rating_t,m3_kills_ct,m3_deaths_ct,m3_kddiff_ct,m3_adr_ct,m3_kast_ct,m3_rating_ct,m3_kills_t,m3_deaths_t,m3_kddiff_t,m3_adr_t,m3_kast_t,m3_rating_t,winner
2/26/2020,coldzera,FaZe,Vitality,Brazil,9216,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,58,11,52,30,1,80.7,6,74.1,6,1.12,18,5,18,9,1,80,0,64.6,3,1,19,4,17,9,0,77.8,2,74.5,1,1.15,21,2,17,12,0,84.6,4,84.7,2,1.21,31,22,9,75.1,90.2,1.21,27,30,-3,73.2,71.4,1.03,9,10,-1,59.9,86.7,0.93,9,8,1,69.3,73.3,1.07,11,9,2,76.3,86.7,1.14,8,8,0,72.2,66.7,1.18,11,3,8,94.2,100,1.7,10,14,-4,77.7,73.3,0.85,0
2/26/2020,olofmeister,FaZe,Vitality,Sweden,885,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,53,10,51,22,2,73.5,2,71.6,-6,1.03,20,2,20,9,0,60,0,65.7,-2,0.84,14,4,18,6,0,81.5,-4,75.7,-4,0.98,19,4,13,7,2,80.8,6,74.2,0,1.32,27,21,6,72.5,78,1.08,26,30,-4,70.8,69,0.98,12,10,2,82.3,60,0.97,8,10,-2,49.2,60,0.71,8,8,0,81.1,86.7,1.08,6,10,-4,69,75,0.85,7,3,4,47.4,90.9,1.25,12,10,2,93.9,73.3,1.37,0
2/26/2020,rain,FaZe,Vitality,Norway,8183,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,51,21,59,25,1,71.1,-8,76.3,0,1.06,18,5,23,13,1,63.3,-5,68.6,0,0.94,19,8,20,10,0,74.1,-1,86.5,-2,1.1,14,8,16,2,0,76.9,-2,74.5,2,1.17,27,26,1,76.9,73.2,1.01,24,33,-9,75.7,69,1.11,9,12,-3,51.4,60,0.6,9,11,-2,85.8,66.7,1.27,12,9,3,101.6,73.3,1.22,7,11,-4,67.6,75,0.96,6,5,1,77.8,90.9,1.32,8,11,-3,72.1,66.7,1.06,0
2/25/2020,NiKo,FaZe,Renegades,Bosnia and Herzegovina,3741,2339387,4901,IEM Katowice 2020,3,Inferno,Mirage,,39,5,36,15,3,74.1,3,75.8,0,1.14,21,5,19,7,3,71.4,2,81.2,1,1.13,18,0,17,8,0,76.9,1,69.9,-1,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,2,87.3,73.1,1.13,19,18,1,65.1,75,1.15,12,10,2,96.7,80,1.28,9,9,0,63.5,61.5,0.97,8,8,0,74.5,63.6,0.94,10,9,1,66.5,86.7,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,broky,FaZe,Renegades,Latvia,18053,2339387,4901,IEM Katowice 2020,3,Inferno,Mirage,,43,22,28,16,14,77.8,15,82.5,1,1.31,21,10,17,11,4,71.4,4,85.8,0,1.26,22,12,11,5,10,84.6,11,79.1,1,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13,10,87.2,88.5,1.38,20,15,5,78.2,67.9,1.24,16,8,8,108.5,86.7,1.63,5,9,-4,59.5,53.8,0.83,7,5,2,58.2,90.9,1.05,15,6,9,94.4,80,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,coldzera,FaZe,Renegades,Brazil,9216,2339387,4901,IEM Katowice 2020,3,Inferno,Mirage,,34,5,31,20,2,72.2,3,59.7,1,1.02,26,4,15,16,1,85.7,11,76.7,1,1.4,8,1,16,4,1,57.7,-8,41.3,0,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,41.5,73.1,0.8,22,19,3,76.5,71.4,1.22,8,7,1,40,80,0.88,18,8,10,119.1,92.3,2.01,4,5,-1,43.5,63.6,0.71,4,11,-7,39.7,53.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,olofmeister,FaZe,Renegades,Sweden,885,2339387,4901,IEM Katowice 2020,3,Inferno,Mirage,,39,11,27,17,7,70.4,12,77.4,0,1.2,21,7,12,8,5,71.4,9,75.6,-1,1.24,18,4,15,9,2,69.2,3,79.3,1,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,7,78.4,73.1,1.2,21,16,5,76.4,67.9,1.2,13,5,8,88.1,80,1.47,8,7,1,61.2,61.5,0.97,5,6,-1,65.3,63.6,0.86,13,9,4,89.6,73.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,rain,FaZe,Renegades,Norway,8183,2339387,4901,IEM Katowice 2020,3,Inferno,Mirage,,43,9,35,29,2,79.6,8,89.7,2,1.32,14,4,19,10,0,75,-5,63.8,-3,0.89,29,5,16,19,2,84.6,13,117.6,5,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,16,3,85.2,76.9,1.14,24,19,5,93.9,82.1,1.49,9,8,1,75.2,73.3,1.04,5,11,-6,50.5,76.9,0.73,10,8,2,98.7,81.8,1.29,19,8,11,131.4,86.7,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,NiKo,FaZe,Natus Vincere,Bosnia and Herzegovina,3741,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,67,16,56,30,7,67.9,11,91.2,-2,1.17,22,8,20,11,2,80,2,91.6,-1,1.24,29,5,17,14,2,76.7,12,107.8,0,1.44,16,3,19,5,3,46.2,-3,71.6,-1,0.83,36,22,14,97.2,75,1.3,31,34,-3,85.3,61,1.04,10,7,3,99.7,80,1.29,12,13,-1,86.3,80,1.2,13,7,6,97.9,86.7,1.35,16,10,6,117.7,66.7,1.53,13,8,5,94.9,60,1.26,3,11,-8,39.8,27.3,0.25,1
2/24/2020,broky,FaZe,Natus Vincere,Latvia,18053,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,46,18,52,12,10,66.7,-6,62.9,2,0.93,20,8,14,6,3,88,6,83,1,1.36,15,4,20,2,4,66.7,-5,52.2,0,0.85,11,6,18,4,3,46.2,-7,55.9,1,0.68,27,22,5,71.7,80,1.11,19,30,-11,54.3,53.7,0.75,11,4,7,97.7,100,1.89,9,10,-1,73.1,80,1,7,10,-3,50.7,73.3,0.77,8,10,-2,53.7,60,0.93,9,8,1,75.3,73.3,0.97,2,10,-8,29.5,9.1,0.29,1
2/24/2020,coldzera,FaZe,Natus Vincere,Brazil,9216,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,55,13,53,34,4,72.8,2,76.8,7,1.11,22,6,13,16,2,80,9,90,3,1.45,22,4,19,12,1,83.3,3,85.3,7,1.31,11,3,21,6,1,53.8,-10,54.2,-3,0.6,32,22,10,85.6,85,1.33,23,31,-8,68.1,61,0.9,11,4,7,105.4,90,1.7,11,9,2,79.7,73.3,1.29,12,8,4,88.7,93.3,1.52,10,11,-1,81.9,73.3,1.09,9,10,-1,69.3,73.3,0.92,2,11,-9,33.5,27.3,0.16,1
2/24/2020,olofmeister,FaZe,Natus Vincere,Sweden,885,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,51,9,50,24,3,70.4,1,59.1,6,1,21,2,14,10,0,84,7,75,2,1.34,18,2,18,12,1,70,0,53.1,4,0.98,12,5,18,2,2,57.7,-6,50.6,0,0.73,26,19,7,63,80,1.1,25,31,-6,55.2,61,0.9,5,3,2,56.1,90,1.16,16,11,5,87.6,80,1.46,11,8,3,60.8,80,1.08,7,10,-3,45.5,60,0.88,10,8,2,69.8,73.3,1.09,2,10,-8,24.4,36.4,0.24,1
2/24/2020,rain,FaZe,Natus Vincere,Norway,8183,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,46,10,56,31,1,67.9,-10,73.3,-8,0.95,11,5,19,7,0,68,-8,67,-4,0.83,15,3,19,12,1,70,-4,63.9,-3,0.92,20,2,18,12,0,65.4,2,90.2,-1,1.13,29,24,5,81,77.5,1.15,17,32,-15,65.8,58.5,0.75,5,8,-3,80.6,70,0.9,6,11,-5,57.9,66.7,0.78,10,8,2,79.7,86.7,1.21,5,11,-6,48.1,53.3,0.63,14,8,6,82.6,73.3,1.28,6,10,-4,100.6,54.5,0.92,1
2/25/2020,Brollan,fnatic,Natus Vincere,Sweden,13666,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,55,17,48,33,8,66.7,7,68.8,-4,1.04,17,3,11,10,1,82.6,6,64.7,-1,1.26,15,6,20,8,2,56.7,-5,60.4,-2,0.73,23,8,17,15,5,64.3,6,81.1,-1,1.22,35,22,13,76.2,81.4,1.21,20,26,-6,60.4,50,0.85,13,6,7,72.5,93.3,1.42,4,5,-1,50,62.5,0.95,8,11,-3,58.5,60,0.69,7,9,-2,62.3,53.3,0.78,14,5,9,100.8,92.3,1.62,9,12,-3,64.1,40,0.88,0
2/25/2020,Golden,fnatic,Natus Vincere,Sweden,11110,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,45,12,51,27,2,71.6,-6,66.2,2,0.99,19,6,12,11,1,82.6,7,89.5,0,1.41,16,2,21,10,1,70,-5,66.4,2,0.96,10,4,18,6,0,64.3,-8,46.8,0,0.71,30,24,6,72.1,83.7,1.15,15,27,-12,59.6,57.9,0.81,15,8,7,98.2,86.7,1.61,4,4,0,73.2,75,1.05,7,10,-3,61.5,80,0.88,9,11,-2,71.3,60,1.04,8,6,2,54.2,84.6,0.96,2,12,-10,40.5,46.7,0.49,0
2/25/2020,JW,fnatic,Natus Vincere,Sweden,3849,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,51,17,55,20,4,64.2,-4,72.8,-2,1,8,6,14,3,1,69.6,-6,49.4,0,0.82,26,5,23,11,0,63.3,3,87.3,-4,1.16,17,6,18,6,3,60.7,-1,76.5,2,1.03,32,29,3,89.9,67.4,1.12,19,26,-7,53.5,60.5,0.87,6,9,-3,66.5,60,0.78,2,5,-3,17.4,87.5,0.89,17,12,5,118.7,66.7,1.39,9,11,-2,55.8,60,0.93,9,8,1,83.5,76.9,1.24,8,10,-2,70.5,46.7,0.84,0
2/25/2020,KRIMZ,fnatic,Natus Vincere,Sweden,7528,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,69,17,44,30,8,72.8,25,84.5,8,1.33,31,6,10,15,4,91.3,21,130.9,6,2.16,17,5,17,7,3,63.3,0,60.6,1,0.86,21,6,17,8,1,67.9,4,71.9,1,1.2,44,22,22,94,81.4,1.5,25,22,3,73.7,63.2,1.13,21,7,14,131,93.3,2.14,10,3,7,130.8,87.5,2.2,10,9,1,61.8,66.7,0.88,7,8,-1,59.5,60,0.84,13,6,7,88.5,84.6,1.56,8,11,-3,57.6,53.3,0.89,0
2/25/2020,flusha,fnatic,Natus Vincere,Sweden,3055,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,52,25,49,20,6,77.8,3,85.2,0,1.12,15,4,12,7,1,78.3,3,78,-2,1.09,17,11,17,4,2,86.7,0,84.2,1,1.15,20,10,20,9,3,67.9,0,92.3,1,1.14,32,24,8,98.4,86,1.3,20,25,-5,70.3,68.4,0.92,8,7,1,68.3,80,0.97,7,5,2,96.1,75,1.31,11,9,2,98.1,86.7,1.27,6,8,-2,70.3,86.7,1.04,13,8,5,133.5,92.3,1.75,7,12,-5,56.6,46.7,0.62,0
2/24/2020,Brollan,fnatic,Renegades,Sweden,13666,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,45,4,26,21,1,74,19,90.4,2,1.44,18,2,7,9,0,90,11,83.3,0,1.56,27,2,19,12,1,63.3,8,95.2,2,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,11,24,108.2,96.7,1.82,10,15,-5,63.8,40,0.87,15,4,11,93.8,100,1.69,3,3,0,52,60,1.19,20,7,13,122.7,93.3,1.95,7,12,-5,67.7,33.3,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,Golden,fnatic,Renegades,Sweden,11110,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,29,10,29,17,3,70,0,62.9,2,0.99,14,4,10,7,1,70,4,66.7,2,1.16,15,6,19,10,2,70,-4,60.4,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,5,67.2,76.7,1.13,9,14,-5,56.5,60,0.79,12,7,5,71.4,66.7,1.27,2,3,-1,52.6,80,0.83,8,8,0,63,86.7,1,7,11,-4,57.7,53.3,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,JW,fnatic,Renegades,Sweden,3849,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,44,15,23,17,8,74,21,86,0,1.39,21,4,9,6,2,80,12,109.8,3,1.69,23,11,14,11,6,70,9,70.1,-3,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,12,23,108,80,1.77,9,11,-2,53,65,0.83,18,7,11,112.9,80,1.8,3,2,1,100.8,80,1.35,17,5,12,103.1,80,1.73,6,9,-3,37.1,60,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,KRIMZ,fnatic,Renegades,Sweden,7528,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,25,13,29,13,3,70,-4,59,-1,0.92,11,7,10,4,2,80,1,70.9,-1,1.07,14,6,19,9,1,63.3,-5,51.1,0,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,5,78.7,86.7,1.2,4,13,-9,29.6,45,0.5,10,7,3,86.2,86.7,1.24,1,3,-2,25,60,0.56,11,9,2,71.2,86.7,1.16,3,10,-7,31.1,40,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,flusha,fnatic,Renegades,Sweden,3055,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,38,13,32,18,1,74,6,84.8,-1,1.16,20,5,9,9,0,85,11,103.1,0,1.55,18,8,23,9,1,66.7,-5,72.5,-1,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,15,11,97.8,83.3,1.4,12,17,-5,65.2,60,0.79,15,5,10,103.7,93.3,1.62,5,4,1,101.4,60,1.32,11,10,1,91.9,73.3,1.19,7,13,-6,53.1,60,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
